xgb_weight,lgb_weight,threshold,accuracy,precision,recall,f1,roc_auc
0.79,0.20999999999999996,0.6500000000000001,0.8661528705916784,0.28309653432479087,0.4294058408862034,0.3412291933418694,0.7906339672910059
