mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_scale_pos_weight,param_reg_lambda,param_reg_alpha,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
135.19802284240723,0.5692465700550049,2.3238953749338784,0.039510225891802656,0.8,12.0,3,0.1,400,4,6,0.04,0.5,0.8,"{'subsample': 0.8, 'scale_pos_weight': 12, 'reg_lambda': 3, 'reg_alpha': 0.1, 'n_estimators': 400, 'min_child_weight': 4, 'max_depth': 6, 'learning_rate': 0.04, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.7580611375792814,0.7625436166399878,0.7614547928732937,0.760686515697521,0.0019088988093536785,71,0.8639467885485935,0.8626340978231564,0.8638801862396712,0.8634870242038071,0.0006037226322276575
190.98430236180624,0.3993371928790051,3.692211707433065,0.03562371165620761,1.0,10.0,5,0.05,700,4,6,0.05,0.5,0.8,"{'subsample': 1.0, 'scale_pos_weight': 10, 'reg_lambda': 5, 'reg_alpha': 0.05, 'n_estimators': 700, 'min_child_weight': 4, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.7534947246033378,0.7596905969367387,0.7583686125234766,0.7571846446878511,0.002664400291472449,98,0.9075484848521282,0.9043239283280645,0.9070514901385964,0.9063079677729298,0.0014175237388736356
160.8512338002523,0.34079830483367235,2.2591354846954346,0.031490796664323216,0.8,11.3,7,0.05,500,3,5,0.02,0.3,0.7,"{'subsample': 0.8, 'scale_pos_weight': 11.3, 'reg_lambda': 7, 'reg_alpha': 0.05, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.02, 'gamma': 0.3, 'colsample_bytree': 0.7}",0.7585116075719349,0.7630593345009993,0.7616446907156709,0.7610718775962017,0.0019002703680812173,62,0.8062162613170314,0.8029352094349032,0.8052977735790559,0.8048164147769968,0.0013820528416198157
170.09576431910196,1.2518979354392772,2.5996296405792236,0.027867276388279027,1.0,13.0,5,0.1,600,2,5,0.02,0.5,0.6,"{'subsample': 1.0, 'scale_pos_weight': 13, 'reg_lambda': 5, 'reg_alpha': 0.1, 'n_estimators': 600, 'min_child_weight': 2, 'max_depth': 5, 'learning_rate': 0.02, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.7583502292602614,0.7636205300921902,0.7623685126094115,0.7614464239872877,0.002248214593115317,49,0.8109736266491047,0.8075437131154776,0.8108653914593563,0.8097942437413129,0.001591978807949795
195.2996064821879,1.8571750752030856,2.951920429865519,0.051952420959556295,1.0,10.0,7,0.0,700,2,5,0.02,0.5,0.8,"{'subsample': 1.0, 'scale_pos_weight': 10, 'reg_lambda': 7, 'reg_alpha': 0, 'n_estimators': 700, 'min_child_weight': 2, 'max_depth': 5, 'learning_rate': 0.02, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.7583060580504639,0.7637419072384154,0.7620913432578366,0.761379769515572,0.0022755024341228514,50,0.8165561089100171,0.8126626964314825,0.8165272416212667,0.8152486823209221,0.0018286061349883326
170.75104403495789,1.4649935352374859,2.590641736984253,0.06578003500480224,0.8,12.0,3,0.05,600,2,5,0.05,0.3,0.8,"{'subsample': 0.8, 'scale_pos_weight': 12, 'reg_lambda': 3, 'reg_alpha': 0.05, 'n_estimators': 600, 'min_child_weight': 2, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.8}",0.7579171868868797,0.7631028334138821,0.762242147167286,0.761087389156016,0.0022690426798097417,61,0.8639364322519101,0.8613595231289207,0.8625845601232426,0.8626268385013578,0.001052443427768126
158.60986932118735,1.08770291943807,2.2501349449157715,0.051494285340069605,0.9,10.0,5,0.05,500,4,5,0.02,0.7,0.7,"{'subsample': 0.9, 'scale_pos_weight': 10, 'reg_lambda': 5, 'reg_alpha': 0.05, 'n_estimators': 500, 'min_child_weight': 4, 'max_depth': 5, 'learning_rate': 0.02, 'gamma': 0.7, 'colsample_bytree': 0.7}",0.7584237510897521,0.7631605317185275,0.7613231381577065,0.7609691403219955,0.0019499159865750603,64,0.806479766884759,0.8034930081659067,0.805501844999151,0.8051582066832723,0.001243314757751754
113.7417163848877,1.3048162630392772,1.6404004096984863,0.020892892352220197,0.9,11.3,7,0.05,400,4,4,0.03,0.7,0.6,"{'subsample': 0.9, 'scale_pos_weight': 11.3, 'reg_lambda': 7, 'reg_alpha': 0.05, 'n_estimators': 400, 'min_child_weight': 4, 'max_depth': 4, 'learning_rate': 0.03, 'gamma': 0.7, 'colsample_bytree': 0.6}",0.7579045264639109,0.7625651531857076,0.7610074930739474,0.7604923909078553,0.0019372416887791608,75,0.788789805175879,0.785636514100344,0.7873592434693919,0.7872618542485382,0.001289166306058855
106.44849292437236,0.7230861130409432,1.6258363723754883,0.013645031989739745,1.0,11.3,5,0.0,400,2,4,0.03,0.5,0.6,"{'subsample': 1.0, 'scale_pos_weight': 11.3, 'reg_lambda': 5, 'reg_alpha': 0, 'n_estimators': 400, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.03, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.7573494206203302,0.7622531432936649,0.7604653610801333,0.7600226416647095,0.0020262649341155066,82,0.7882324034633841,0.7855503751111026,0.7870533010319548,0.7869453598688138,0.0010975905404219447
175.68202797571817,1.1828238088160168,2.653789520263672,0.039009146523942655,1.0,11.3,3,0.0,700,4,4,0.02,0.7,0.7,"{'subsample': 1.0, 'scale_pos_weight': 11.3, 'reg_lambda': 3, 'reg_alpha': 0, 'n_estimators': 700, 'min_child_weight': 4, 'max_depth': 4, 'learning_rate': 0.02, 'gamma': 0.7, 'colsample_bytree': 0.7}",0.7578572412469446,0.762745114345181,0.7610775361199564,0.7605599639040275,0.0020287494678811304,73,0.7924523011693735,0.7893961441161657,0.7916176648048217,0.7911553700301202,0.0012897832705549535
177.61301175753275,0.28558664505286224,2.57224702835083,0.04975199017365289,0.8,11.3,3,0.1,600,4,5,0.03,0.3,0.7,"{'subsample': 0.8, 'scale_pos_weight': 11.3, 'reg_lambda': 3, 'reg_alpha': 0.1, 'n_estimators': 600, 'min_child_weight': 4, 'max_depth': 5, 'learning_rate': 0.03, 'gamma': 0.3, 'colsample_bytree': 0.7}",0.7595661568819178,0.764413777329571,0.7636705165176425,0.7625501502430438,0.0021317084608470397,12,0.8332306425547934,0.8300721396407025,0.8316220256672743,0.8316416026209233,0.001289527719080606
132.95366978645325,0.4504870290253,2.2713109652201333,0.018545746550886325,1.0,12.0,3,0.1,500,3,5,0.04,0.3,0.6,"{'subsample': 1.0, 'scale_pos_weight': 12, 'reg_lambda': 3, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.04, 'gamma': 0.3, 'colsample_bytree': 0.6}",0.7586134570477217,0.7637806750245764,0.7626929778246884,0.7616957032989955,0.0022242530978255196,40,0.8327884941882001,0.8300129152500494,0.8326258173116595,0.831809075583303,0.001271812328557314
201.1338894367218,0.9869475033432339,2.999922831853231,0.05554556923331267,0.8,13.0,5,0.0,700,3,5,0.03,0.7,0.6,"{'subsample': 0.8, 'scale_pos_weight': 13, 'reg_lambda': 5, 'reg_alpha': 0, 'n_estimators': 700, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.03, 'gamma': 0.7, 'colsample_bytree': 0.6}",0.7593888929255648,0.7651968529450793,0.7636070392244263,0.7627309283650234,0.0024506839284225072,7,0.8398101552675513,0.8378132468519314,0.8390351962664138,0.8388861994619655,0.0008220141283843771
183.59746726353964,0.7854304555690137,3.003323713938395,0.0234412408778665,1.0,13.0,3,0.05,700,3,5,0.03,0.3,0.8,"{'subsample': 1.0, 'scale_pos_weight': 13, 'reg_lambda': 3, 'reg_alpha': 0.05, 'n_estimators': 700, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.03, 'gamma': 0.3, 'colsample_bytree': 0.8}",0.7568242164594878,0.7642570740363821,0.7620690008617538,0.7610500971192079,0.0031188103038422765,63,0.8346354683761356,0.8320865629599217,0.8349742185655504,0.8338987499672026,0.001288850711480421
169.67951822280884,0.5887290328929485,3.2401020526885986,0.058840872513255406,1.0,10.0,5,0.1,600,4,6,0.04,0.3,0.6,"{'subsample': 1.0, 'scale_pos_weight': 10, 'reg_lambda': 5, 'reg_alpha': 0.1, 'n_estimators': 600, 'min_child_weight': 4, 'max_depth': 6, 'learning_rate': 0.04, 'gamma': 0.3, 'colsample_bytree': 0.6}",0.7573121827855679,0.7633886367513845,0.7626079606942155,0.7611029267437225,0.002699341721454106,60,0.8796562052665344,0.8774528397118302,0.8801547040865594,0.8790879163549746,0.0011739483208696555
155.4020049571991,0.6823156483030524,2.6176559130350747,0.00989664894588022,1.0,11.3,3,0.0,600,2,5,0.04,0.7,0.6,"{'subsample': 1.0, 'scale_pos_weight': 11.3, 'reg_lambda': 3, 'reg_alpha': 0, 'n_estimators': 600, 'min_child_weight': 2, 'max_depth': 5, 'learning_rate': 0.04, 'gamma': 0.7, 'colsample_bytree': 0.6}",0.7582759058845236,0.7644800521790576,0.7627160025460653,0.7618239868698821,0.002610188599304921,34,0.8432640978141388,0.8393515813560309,0.8413813326511907,0.8413323372737868,0.0015976538358890382
168.4854258696238,0.3656096333505314,2.5530219078063965,0.013267532506552743,0.9,12.0,5,0.0,600,3,5,0.05,0.7,0.7,"{'subsample': 0.9, 'scale_pos_weight': 12, 'reg_lambda': 5, 'reg_alpha': 0, 'n_estimators': 600, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.7, 'colsample_bytree': 0.7}",0.7577185557114519,0.7644111783158656,0.7626987991315292,0.7616095110529488,0.002838745112413845,44,0.861419185367115,0.8590945588375417,0.8597545265120038,0.8600894235722202,0.0009781237672896056
133.10242557525635,0.45742188367243436,1.929439385732015,0.01112180233952478,1.0,12.0,3,0.05,500,4,4,0.02,0.3,0.6,"{'subsample': 1.0, 'scale_pos_weight': 12, 'reg_lambda': 3, 'reg_alpha': 0.05, 'n_estimators': 500, 'min_child_weight': 4, 'max_depth': 4, 'learning_rate': 0.02, 'gamma': 0.3, 'colsample_bytree': 0.6}",0.7559762546733654,0.7600729775795894,0.7590074152828522,0.758352215845269,0.001735463313710414,94,0.7838155074277279,0.7811494211845871,0.7829147617085166,0.7826265634402771,0.001107338444297346
154.7328783671061,0.8581892415453874,2.274653991063436,0.014245768225941369,0.9,12.0,3,0.1,600,4,4,0.04,0.3,0.7,"{'subsample': 0.9, 'scale_pos_weight': 12, 'reg_lambda': 3, 'reg_alpha': 0.1, 'n_estimators': 600, 'min_child_weight': 4, 'max_depth': 4, 'learning_rate': 0.04, 'gamma': 0.3, 'colsample_bytree': 0.7}",0.7591702100688396,0.7649523923610558,0.7629841974664229,0.7623689332987729,0.0024003222717099903,18,0.8134005845114387,0.8103934132800862,0.8113882232937915,0.8117274070284388,0.0012508807318726924
220.99044998486838,2.236060133234917,3.7230071226755777,0.008878353755669633,0.8,11.3,7,0.0,700,4,6,0.03,0.5,0.6,"{'subsample': 0.8, 'scale_pos_weight': 11.3, 'reg_lambda': 7, 'reg_alpha': 0, 'n_estimators': 700, 'min_child_weight': 4, 'max_depth': 6, 'learning_rate': 0.03, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.7586630567294758,0.7640342852590075,0.7632771735196707,0.7619915051693846,0.002373777764002551,28,0.878206294173632,0.8764328513203007,0.8780798628017336,0.8775730027652221,0.0008078593982318624
132.0724380016327,0.37479174583256286,1.942899227142334,0.011097306983840212,0.8,10.0,3,0.0,500,4,4,0.04,0.5,0.6,"{'subsample': 0.8, 'scale_pos_weight': 10, 'reg_lambda': 3, 'reg_alpha': 0, 'n_estimators': 500, 'min_child_weight': 4, 'max_depth': 4, 'learning_rate': 0.04, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.7602198459003293,0.7648019792020391,0.763452264602583,0.7628246965683171,0.0019225621146244092,3,0.8057399347917764,0.803008420900337,0.8041988446572514,0.8043157334497882,0.001118194758572107
158.57076001167297,0.6702640940632894,2.255265553792318,0.010909155834344693,0.9,13.0,7,0.05,600,4,4,0.03,0.7,0.7,"{'subsample': 0.9, 'scale_pos_weight': 13, 'reg_lambda': 7, 'reg_alpha': 0.05, 'n_estimators': 600, 'min_child_weight': 4, 'max_depth': 4, 'learning_rate': 0.03, 'gamma': 0.7, 'colsample_bytree': 0.7}",0.7592263273235133,0.7638893085874098,0.7625784153076203,0.7618980170728479,0.0019635095934361457,31,0.8016121579040549,0.7989156683091461,0.799837313915528,0.8001217133762429,0.0011190550548875824
145.02267344792685,0.4339665495515389,2.2524104913075766,0.04455943669067307,0.9,11.3,5,0.1,500,2,5,0.04,0.3,0.6,"{'subsample': 0.9, 'scale_pos_weight': 11.3, 'reg_lambda': 5, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 2, 'max_depth': 5, 'learning_rate': 0.04, 'gamma': 0.3, 'colsample_bytree': 0.6}",0.7600705889717737,0.7650452775440045,0.7635645496961659,0.7628934720706481,0.0020856079021513165,2,0.8369705944797347,0.8348926937873642,0.8354421402238631,0.835768476163654,0.0008791242540307978
160.96026722590128,0.5807768631248615,2.584047476450602,0.022463907986663957,1.0,13.0,3,0.1,700,4,4,0.04,0.7,0.7,"{'subsample': 1.0, 'scale_pos_weight': 13, 'reg_lambda': 3, 'reg_alpha': 0.1, 'n_estimators': 700, 'min_child_weight': 4, 'max_depth': 4, 'learning_rate': 0.04, 'gamma': 0.7, 'colsample_bytree': 0.7}",0.758731248276425,0.7651288016687231,0.762672683406434,0.7621775777838606,0.0026351495257959526,23,0.8159623362943649,0.8122152818711179,0.8146592273222429,0.8142789484959086,0.00155318236791699
98.40647013982137,1.097026511330325,1.6461572647094727,0.02461953542890678,1.0,11.3,5,0.1,400,3,4,0.05,0.3,0.6,"{'subsample': 1.0, 'scale_pos_weight': 11.3, 'reg_lambda': 5, 'reg_alpha': 0.1, 'n_estimators': 400, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.6}",0.7587697395291308,0.7642819019313778,0.7624977666621432,0.7618498027075505,0.0022965011868818544,33,0.8025931969012418,0.7992967800270985,0.8016508127999561,0.8011802632427655,0.0013862788840064805
121.65940300623576,0.5035098438348272,2.2334158420562744,0.023403589888793472,1.0,13.0,7,0.1,400,4,6,0.05,0.7,0.8,"{'subsample': 1.0, 'scale_pos_weight': 13, 'reg_lambda': 7, 'reg_alpha': 0.1, 'n_estimators': 400, 'min_child_weight': 4, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.7, 'colsample_bytree': 0.8}",0.7557096643993996,0.7614807993804688,0.7600593404581587,0.7590832680793423,0.00245506791609333,92,0.8692773824792651,0.867003563297475,0.8694042824131176,0.8685617427299525,0.0011030165475187004
138.05392344792685,0.6917345307489637,2.2724998792012534,0.017939789310274668,0.9,11.3,7,0.0,400,3,6,0.03,0.7,0.6,"{'subsample': 0.9, 'scale_pos_weight': 11.3, 'reg_lambda': 7, 'reg_alpha': 0, 'n_estimators': 400, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.03, 'gamma': 0.7, 'colsample_bytree': 0.6}",0.7594366119794373,0.7642683387669487,0.7633982987836935,0.7623677498433598,0.0021028424059045575,19,0.8436706159613163,0.8420297409695948,0.842380415211376,0.8426935907140957,0.0007055384970560075
158.8535706202189,0.29503460278753907,2.2530785401662192,0.023384429516326053,0.9,13.0,5,0.0,600,3,4,0.03,0.3,0.7,"{'subsample': 0.9, 'scale_pos_weight': 13, 'reg_lambda': 5, 'reg_alpha': 0, 'n_estimators': 600, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.03, 'gamma': 0.3, 'colsample_bytree': 0.7}",0.7587042261485787,0.7638742365121709,0.7622813883862904,0.7616199503490133,0.0021618475120107287,43,0.8020300716096148,0.7992542544603589,0.8002277005024854,0.8005040088574864,0.0011499420106562774
160.22602860132852,1.0461359008487554,2.5925721327463784,0.010255486040056704,1.0,12.0,5,0.05,600,3,5,0.03,0.5,0.8,"{'subsample': 1.0, 'scale_pos_weight': 12, 'reg_lambda': 5, 'reg_alpha': 0.05, 'n_estimators': 600, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.03, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.7578723834574802,0.7644535410369436,0.7626759998480249,0.7616673081141495,0.002779808510422202,42,0.8277108338611051,0.8231816334378457,0.8279380762841982,0.8262768478610497,0.0021906123989911858
159.94252061843872,0.6259915398379673,2.2143383820851645,0.015992279341292073,0.8,10.0,7,0.05,500,4,5,0.02,0.3,0.7,"{'subsample': 0.8, 'scale_pos_weight': 10, 'reg_lambda': 7, 'reg_alpha': 0.05, 'n_estimators': 500, 'min_child_weight': 4, 'max_depth': 5, 'learning_rate': 0.02, 'gamma': 0.3, 'colsample_bytree': 0.7}",0.7585123309674227,0.7631933029368293,0.7618092232905816,0.7611716190649446,0.0019634627584967346,58,0.8065904954720853,0.8027446723622916,0.8049402992324433,0.8047584890222733,0.001575305274615521
143.85543537139893,1.7178828568773519,2.224191665649414,0.01748817533257525,0.9,13.0,5,0.05,500,3,5,0.04,0.7,0.6,"{'subsample': 0.9, 'scale_pos_weight': 13, 'reg_lambda': 5, 'reg_alpha': 0.05, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.04, 'gamma': 0.7, 'colsample_bytree': 0.6}",0.759294056979438,0.7642877652421733,0.763350055078981,0.762310625766864,0.002167116444263168,21,0.8369784566986316,0.8337572258621012,0.8354025721438714,0.835379418234868,0.001315163894268221
206.65220959981283,0.6433997419378116,2.9748286406199136,0.03356847511196852,0.8,10.0,5,0.1,700,4,5,0.02,0.3,0.6,"{'subsample': 0.8, 'scale_pos_weight': 10, 'reg_lambda': 5, 'reg_alpha': 0.1, 'n_estimators': 700, 'min_child_weight': 4, 'max_depth': 5, 'learning_rate': 0.02, 'gamma': 0.3, 'colsample_bytree': 0.6}",0.7597075245915391,0.7647781141644725,0.7636457704528662,0.7627104697362926,0.0021731406193345277,8,0.8193965301133405,0.8172338918945403,0.818827712914429,0.8184860449741033,0.000915351936848551
133.93447995185852,0.6454056623436315,2.259282112121582,0.039235407835061444,0.9,12.0,5,0.05,400,4,6,0.04,0.5,0.8,"{'subsample': 0.9, 'scale_pos_weight': 12, 'reg_lambda': 5, 'reg_alpha': 0.05, 'n_estimators': 400, 'min_child_weight': 4, 'max_depth': 6, 'learning_rate': 0.04, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.757840513978706,0.7630056128676709,0.7618835366308688,0.7609098878257486,0.002218190798823919,66,0.8627475915128916,0.8601014373522827,0.8627101636725374,0.8618530641792373,0.0012386814539362522
171.48705991109213,0.1338368857865431,2.590068737665812,0.023481505069948866,0.8,11.3,7,0.05,600,2,5,0.04,0.7,0.8,"{'subsample': 0.8, 'scale_pos_weight': 11.3, 'reg_lambda': 7, 'reg_alpha': 0.05, 'n_estimators': 600, 'min_child_weight': 2, 'max_depth': 5, 'learning_rate': 0.04, 'gamma': 0.7, 'colsample_bytree': 0.8}",0.7595659605030872,0.7652668920561277,0.7630497738367186,0.7626275421319778,0.0023464675368845326,10,0.8482673388377884,0.8459540474997451,0.8476119773131953,0.8472777878835762,0.0009735129291448567
213.5798156261444,1.5889786243559214,3.715550661087036,0.047952991185746044,0.9,12.0,7,0.05,700,4,6,0.05,0.5,0.8,"{'subsample': 0.9, 'scale_pos_weight': 12, 'reg_lambda': 7, 'reg_alpha': 0.05, 'n_estimators': 700, 'min_child_weight': 4, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 0.8}",0.7552673631649343,0.7586385594723067,0.7589808386625511,0.7576289204332641,0.0016757094636241732,97,0.9171033146361411,0.9150689760168759,0.9170101309033232,0.9163941405187801,0.000937804713091773
152.54948075612387,1.3448806385018708,2.230717182159424,0.02889146368996722,0.9,13.0,7,0.0,600,2,4,0.05,0.7,0.8,"{'subsample': 0.9, 'scale_pos_weight': 13, 'reg_lambda': 7, 'reg_alpha': 0, 'n_estimators': 600, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.7, 'colsample_bytree': 0.8}",0.759833984542902,0.764741772057641,0.7636780882243198,0.7627512816082876,0.0021080516201930806,6,0.8225240385313852,0.8199105846687433,0.8210840888942041,0.8211729040314442,0.0010687847832910316
131.8945833047231,0.6637773555142659,1.9461501439412434,0.007184902415986068,0.8,10.0,5,0.1,500,3,4,0.04,0.7,0.6,"{'subsample': 0.8, 'scale_pos_weight': 10, 'reg_lambda': 5, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.04, 'gamma': 0.7, 'colsample_bytree': 0.6}",0.7595910719450678,0.7647473177557362,0.7637328766409572,0.7626904221139205,0.0022303589091913103,9,0.8050879918257772,0.8027918311475524,0.8041030653913852,0.8039942961215716,0.0009405535712541087
141.87486338615417,0.6783777118901654,2.2519856293996177,0.07625558161953547,0.8,12.0,5,0.05,500,4,5,0.05,0.3,0.6,"{'subsample': 0.8, 'scale_pos_weight': 12, 'reg_lambda': 5, 'reg_alpha': 0.05, 'n_estimators': 500, 'min_child_weight': 4, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.6}",0.759276980036649,0.7648984142329285,0.7633601486839918,0.7625118476511897,0.002372037322284346,13,0.8488569058125813,0.8476168692237563,0.8481243622447192,0.8481993790936856,0.0005090142965430449
129.77438394228616,0.6508483969814579,2.187225262324015,0.03238494852069378,0.9,13.0,3,0.1,400,4,6,0.05,0.3,0.7,"{'subsample': 0.9, 'scale_pos_weight': 13, 'reg_lambda': 3, 'reg_alpha': 0.1, 'n_estimators': 400, 'min_child_weight': 4, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.7}",0.7563932210348339,0.7616746002378267,0.7605298824011855,0.759532567891282,0.0022685118095643482,89,0.8769285641215702,0.8738363805818924,0.8762385024202488,0.8756678157079039,0.0013253080782718455
137.6689701875051,0.5307616580665317,1.9377038478851318,0.003556828392592189,0.8,10.0,3,0.05,500,4,4,0.03,0.7,0.8,"{'subsample': 0.8, 'scale_pos_weight': 10, 'reg_lambda': 3, 'reg_alpha': 0.05, 'n_estimators': 500, 'min_child_weight': 4, 'max_depth': 4, 'learning_rate': 0.03, 'gamma': 0.7, 'colsample_bytree': 0.8}",0.7587242658066824,0.7643394329132442,0.7620323857434772,0.7616986948211345,0.0023044938175072814,39,0.7971280357387794,0.7936825350330634,0.7958852420527391,0.7955652709415274,0.001424699947890785
130.97422313690186,1.8855723896963914,1.9567616780598958,0.08012234528517906,0.8,12.0,7,0.0,500,4,4,0.05,0.3,0.6,"{'subsample': 0.8, 'scale_pos_weight': 12, 'reg_lambda': 7, 'reg_alpha': 0, 'n_estimators': 500, 'min_child_weight': 4, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.6}",0.760233192647272,0.764559557551281,0.7635377496418845,0.7627768332801459,0.0018463664502352596,5,0.8129269186364044,0.810878187908334,0.8117977498031903,0.8118676187826429,0.0008378486954704553
152.46949076652527,0.5269044398136936,2.784231185913086,0.03710692413758504,1.0,12.0,7,0.1,500,4,6,0.03,0.7,0.6,"{'subsample': 1.0, 'scale_pos_weight': 12, 'reg_lambda': 7, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 4, 'max_depth': 6, 'learning_rate': 0.03, 'gamma': 0.7, 'colsample_bytree': 0.6}",0.7579194913323393,0.7642214282728526,0.7622837459654637,0.7614748885235518,0.0026355631999699304,47,0.850394715300407,0.8478794898284611,0.8512246364216282,0.8498329471834988,0.0014222491566354422
156.2851714293162,0.13157711376138623,2.636714299519857,0.029350163218637988,1.0,11.3,7,0.05,600,4,5,0.04,0.7,0.8,"{'subsample': 1.0, 'scale_pos_weight': 11.3, 'reg_lambda': 7, 'reg_alpha': 0.05, 'n_estimators': 600, 'min_child_weight': 4, 'max_depth': 5, 'learning_rate': 0.04, 'gamma': 0.7, 'colsample_bytree': 0.8}",0.7570831199049461,0.7648032135832592,0.7621791207498148,0.7613551514126734,0.0032051162955389744,51,0.8400754400292646,0.8381311389456572,0.84122029249184,0.8398089571555872,0.0012751411031584107
134.06140263875326,0.22882670061286103,2.2592153549194336,0.010301471601932871,0.9,13.0,7,0.05,400,4,6,0.04,0.5,0.6,"{'subsample': 0.9, 'scale_pos_weight': 13, 'reg_lambda': 7, 'reg_alpha': 0.05, 'n_estimators': 400, 'min_child_weight': 4, 'max_depth': 6, 'learning_rate': 0.04, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.7586648301505468,0.7635585785827725,0.7628354605717776,0.7616862897683657,0.0021567936976043894,41,0.8592002261277154,0.8566879571286138,0.8598819145036307,0.8585900325866533,0.0013734610894917244
147.82113432884216,0.776239453133956,2.2298428217569985,0.02120142160859176,1.0,11.3,7,0.0,500,4,5,0.02,0.5,0.7,"{'subsample': 1.0, 'scale_pos_weight': 11.3, 'reg_lambda': 7, 'reg_alpha': 0, 'n_estimators': 500, 'min_child_weight': 4, 'max_depth': 5, 'learning_rate': 0.02, 'gamma': 0.5, 'colsample_bytree': 0.7}",0.7579059512123648,0.7625625561758678,0.7612985413828988,0.7605890162570438,0.001966140360315904,72,0.8048692020644361,0.8013499991934387,0.8041921136726435,0.8034704383101728,0.0015246439384125085
218.64286478360495,2.557814281701545,3.728248675664266,0.022601680192336937,0.9,11.3,5,0.05,700,3,6,0.04,0.3,0.8,"{'subsample': 0.9, 'scale_pos_weight': 11.3, 'reg_lambda': 5, 'reg_alpha': 0.05, 'n_estimators': 700, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.04, 'gamma': 0.3, 'colsample_bytree': 0.8}",0.7560447598252839,0.760925746639327,0.7603752540634725,0.7591152535093612,0.002182767221821345,91,0.9017132976803198,0.9003242135802273,0.9027749210446888,0.9016041441017454,0.0010034698623205952
165.85419416427612,0.44593539260003157,2.77140220006307,0.009855156801985404,0.8,12.0,5,0.1,500,3,6,0.03,0.5,0.6,"{'subsample': 0.8, 'scale_pos_weight': 12, 'reg_lambda': 5, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.03, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.7589417253034483,0.763941220730086,0.7633186801388071,0.7620672087241137,0.002224615945369548,25,0.8578577409792135,0.8556778235630711,0.8572709560058118,0.8569355068493655,0.0009210155944103929
133.25799520810446,2.4057577972045965,1.9463757673899333,0.013845479690776239,0.9,11.3,3,0.1,500,3,4,0.04,0.3,0.6,"{'subsample': 0.9, 'scale_pos_weight': 11.3, 'reg_lambda': 3, 'reg_alpha': 0.1, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.04, 'gamma': 0.3, 'colsample_bytree': 0.6}",0.7597430521269972,0.7644222266289454,0.7625249183995058,0.7622300657184828,0.0019216090623139063,22,0.8058111716850306,0.8026010618754723,0.8040020648031704,0.8041380994545578,0.0013140472637717723
